#,Date-Time (CDT),Temperature (°F) ,RH (%) ,Dew Point (°F) 
1220,05/06/2024 17:35:00,78.30,33.030,46.89
1221,05/06/2024 17:40:00,78.26,32.790,46.66
1222,05/06/2024 17:45:00,78.17,31.930,45.88
1223,05/06/2024 17:50:00,78.12,31.540,45.51
1224,05/06/2024 17:55:00,78.08,31.030,45.05
1225,05/06/2024 18:00:00,78.12,30.710,44.81
1226,05/06/2024 18:05:00,78.12,30.350,44.49
1227,05/06/2024 18:10:00,78.17,30.400,44.58
1228,05/06/2024 18:15:00,78.21,30.370,44.59
1229,05/06/2024 18:20:00,78.26,30.150,44.45
1230,05/06/2024 18:25:00,78.30,30.130,44.46
1231,05/06/2024 18:30:00,78.30,29.930,44.29
1232,05/06/2024 18:35:00,78.39,29.980,44.41
1233,05/06/2024 18:40:00,78.39,29.930,44.36
1234,05/06/2024 18:45:00,78.42,29.960,44.42
1235,05/06/2024 18:50:00,78.48,29.860,44.38
1236,05/06/2024 18:55:00,78.51,29.980,44.52
1237,05/06/2024 19:00:00,78.51,29.830,44.39
1238,05/06/2024 19:05:00,78.57,29.640,44.26
1239,05/06/2024 19:10:00,78.51,29.370,43.98
1240,05/06/2024 19:15:00,78.57,29.150,43.83
1241,05/06/2024 19:20:00,78.57,29.080,43.76
1242,05/06/2024 19:25:00,78.51,28.880,43.54
1243,05/06/2024 19:30:00,78.57,28.810,43.52
1244,05/06/2024 19:35:00,78.57,28.860,43.56
1245,05/06/2024 19:40:00,78.57,28.780,43.50
1246,05/06/2024 19:45:00,78.57,28.780,43.50
1247,05/06/2024 19:50:00,78.60,28.860,43.59
1248,05/06/2024 19:55:00,78.60,28.910,43.64
1249,05/06/2024 20:00:00,78.64,29.080,43.82
1250,05/06/2024 20:05:00,78.64,29.200,43.93
1251,05/06/2024 20:10:00,78.69,29.220,44.00
1252,05/06/2024 20:15:00,78.69,29.300,44.07
1253,05/06/2024 20:20:00,78.69,29.370,44.13
1254,05/06/2024 20:25:00,78.69,29.520,44.26
1255,05/06/2024 20:30:00,78.73,29.640,44.40
1256,05/06/2024 20:35:00,78.73,29.860,44.60
1257,05/06/2024 20:40:00,78.73,30.220,44.92
1258,05/06/2024 20:45:00,78.73,30.420,45.09
1259,05/06/2024 20:50:00,78.73,30.640,45.27
1260,05/06/2024 20:55:00,78.73,30.830,45.44
1261,05/06/2024 21:00:00,78.69,31.050,45.60
1262,05/06/2024 21:05:00,78.69,31.150,45.68
1263,05/06/2024 21:10:00,78.69,31.230,45.74
1264,05/06/2024 21:15:00,78.69,31.490,45.97
1265,05/06/2024 21:20:00,78.69,31.640,46.09
1266,05/06/2024 21:25:00,78.64,31.810,46.19
1267,05/06/2024 21:30:00,78.64,32.080,46.41
1268,05/06/2024 21:35:00,78.64,32.320,46.61
1269,05/06/2024 21:40:00,78.64,32.640,46.87
1270,05/06/2024 21:45:00,78.60,32.860,47.02
1271,05/06/2024 21:50:00,78.60,33.080,47.19
1272,05/06/2024 21:55:00,78.60,33.330,47.39
1273,05/06/2024 22:00:00,78.57,33.540,47.53
1274,05/06/2024 22:05:00,78.57,33.720,47.67
1275,05/06/2024 22:10:00,78.51,33.910,47.77
1276,05/06/2024 22:15:00,78.51,34.080,47.91
1277,05/06/2024 22:20:00,78.51,34.180,47.98
1278,05/06/2024 22:25:00,78.48,34.300,48.05
1279,05/06/2024 22:30:00,78.48,34.330,48.07
1280,05/06/2024 22:35:00,78.48,34.330,48.07
1281,05/06/2024 22:40:00,78.48,34.330,48.07
1282,05/06/2024 22:45:00,78.42,34.330,48.02
1283,05/06/2024 22:50:00,78.42,34.350,48.04
1284,05/06/2024 22:55:00,78.42,34.330,48.02
1285,05/06/2024 23:00:00,78.39,34.330,47.99
1286,05/06/2024 23:05:00,78.39,34.230,47.91
1287,05/06/2024 23:10:00,78.39,34.160,47.85
1288,05/06/2024 23:15:00,78.33,34.130,47.79
1289,05/06/2024 23:20:00,78.33,34.060,47.73
1290,05/06/2024 23:25:00,78.30,33.940,47.60
1291,05/06/2024 23:30:00,78.30,33.910,47.58
1292,05/06/2024 23:35:00,78.26,33.890,47.53
1293,05/06/2024 23:40:00,78.26,33.860,47.51
1294,05/06/2024 23:45:00,78.26,33.860,47.51
1295,05/06/2024 23:50:00,78.21,33.810,47.43
1296,05/06/2024 23:55:00,78.21,33.720,47.35
1297,05/07/2024 00:00:00,78.17,33.640,47.26
1298,05/07/2024 00:05:00,78.17,33.570,47.20
1299,05/07/2024 00:10:00,78.17,33.570,47.20
1300,05/07/2024 00:15:00,78.12,33.540,47.14
1301,05/07/2024 00:20:00,78.12,33.540,47.14
1302,05/07/2024 00:25:00,78.12,33.500,47.10
1303,05/07/2024 00:30:00,78.08,33.620,47.16
1304,05/07/2024 00:35:00,78.08,33.640,47.18
1305,05/07/2024 00:40:00,78.03,33.640,47.14
1306,05/07/2024 00:45:00,78.03,33.740,47.21
1307,05/07/2024 00:50:00,77.99,33.790,47.22
1308,05/07/2024 00:55:00,77.99,33.890,47.30
1309,05/07/2024 01:00:00,77.95,33.940,47.30
1310,05/07/2024 01:05:00,77.95,34.010,47.36
1311,05/07/2024 01:10:00,77.90,34.080,47.37
1312,05/07/2024 01:15:00,77.90,34.160,47.43
1313,05/07/2024 01:20:00,77.86,34.200,47.43
1314,05/07/2024 01:25:00,77.86,34.280,47.49
1315,05/07/2024 01:30:00,77.81,34.350,47.50
1316,05/07/2024 01:35:00,77.81,34.380,47.52
1317,05/07/2024 01:40:00,77.81,34.400,47.54
1318,05/07/2024 01:45:00,77.81,34.470,47.60
1319,05/07/2024 01:50:00,77.77,34.570,47.64
1320,05/07/2024 01:55:00,77.77,34.640,47.70
1321,05/07/2024 02:00:00,77.72,34.620,47.63
1322,05/07/2024 02:05:00,77.72,34.620,47.63
1323,05/07/2024 02:10:00,77.72,34.640,47.65
1324,05/07/2024 02:15:00,77.68,34.690,47.65
1325,05/07/2024 02:20:00,77.68,34.670,47.64
1326,05/07/2024 02:25:00,77.65,34.720,47.64
1327,05/07/2024 02:30:00,77.65,34.740,47.66
1328,05/07/2024 02:35:00,77.65,34.740,47.66
1329,05/07/2024 02:40:00,77.59,35.160,47.93
1330,05/07/2024 02:45:00,77.59,35.280,48.02
1331,05/07/2024 02:50:00,77.56,35.350,48.04
1332,05/07/2024 02:55:00,77.56,35.450,48.12
1333,05/07/2024 03:00:00,77.50,35.520,48.13
1334,05/07/2024 03:05:00,77.50,35.720,48.27
1335,05/07/2024 03:10:00,77.47,35.720,48.24
1336,05/07/2024 03:15:00,77.47,35.840,48.33
1337,05/07/2024 03:20:00,77.47,35.860,48.35
1338,05/07/2024 03:25:00,77.41,35.860,48.30
1339,05/07/2024 03:30:00,77.41,35.990,48.39
1340,05/07/2024 03:35:00,77.38,36.080,48.43
1341,05/07/2024 03:40:00,77.38,36.060,48.42
1342,05/07/2024 03:45:00,77.34,36.010,48.35
1343,05/07/2024 03:50:00,77.34,36.080,48.40
1344,05/07/2024 03:55:00,77.29,36.250,48.48
1345,05/07/2024 04:00:00,77.29,36.280,48.50
1346,05/07/2024 04:05:00,77.25,36.330,48.50
1347,05/07/2024 04:10:00,77.25,36.500,48.63
1348,05/07/2024 04:15:00,77.25,36.650,48.73
1349,05/07/2024 04:20:00,77.25,36.820,48.86
1350,05/07/2024 04:25:00,77.20,36.960,48.92
1351,05/07/2024 04:30:00,77.20,37.110,49.02
1352,05/07/2024 04:35:00,77.20,37.260,49.13
1353,05/07/2024 04:40:00,77.20,37.550,49.34
1354,05/07/2024 04:45:00,77.20,37.840,49.55
1355,05/07/2024 04:50:00,77.20,37.940,49.62
1356,05/07/2024 04:55:00,77.20,38.210,49.81
1357,05/07/2024 05:00:00,77.20,38.350,49.91
1358,05/07/2024 05:05:00,77.20,38.500,50.01
1359,05/07/2024 05:10:00,77.20,38.650,50.11
1360,05/07/2024 05:15:00,77.20,38.720,50.17
1361,05/07/2024 05:20:00,77.20,38.820,50.23
1362,05/07/2024 05:25:00,77.20,39.010,50.37
1363,05/07/2024 05:30:00,77.20,39.110,50.44
1364,05/07/2024 05:35:00,77.20,39.230,50.52
1365,05/07/2024 05:40:00,77.20,39.330,50.59
1366,05/07/2024 05:45:00,77.20,39.480,50.69
1367,05/07/2024 05:50:00,77.20,39.790,50.90
1368,05/07/2024 05:55:00,77.20,40.090,51.10
1369,05/07/2024 06:00:00,77.20,40.670,51.49
1370,05/07/2024 06:05:00,77.20,41.190,51.83
1371,05/07/2024 06:10:00,77.20,41.720,52.19
1372,05/07/2024 06:15:00,77.20,42.160,52.47
1373,05/07/2024 06:20:00,77.20,42.530,52.71
1374,05/07/2024 06:25:00,77.20,42.900,52.94
1375,05/07/2024 06:30:00,77.20,43.140,53.09
1376,05/07/2024 06:35:00,77.20,43.480,53.31
1377,05/07/2024 06:40:00,77.20,43.630,53.40
1378,05/07/2024 06:45:00,77.25,43.630,53.45
1379,05/07/2024 06:50:00,77.20,43.550,53.35
1380,05/07/2024 06:55:00,77.20,43.510,53.32
1381,05/07/2024 07:00:00,77.25,43.480,53.36
1382,05/07/2024 07:05:00,77.25,43.360,53.28
1383,05/07/2024 07:10:00,77.25,43.360,53.28
1384,05/07/2024 07:15:00,77.25,43.190,53.17
1385,05/07/2024 07:20:00,77.25,42.970,53.03
1386,05/07/2024 07:25:00,77.25,42.820,52.94
1387,05/07/2024 07:30:00,77.20,42.820,52.89
1388,05/07/2024 07:35:00,77.20,43.090,53.06
1389,05/07/2024 07:40:00,77.25,43.330,53.27
1390,05/07/2024 07:45:00,77.25,43.330,53.27
1391,05/07/2024 07:50:00,77.20,43.260,53.17
1392,05/07/2024 07:55:00,77.25,43.290,53.23
1393,05/07/2024 08:00:00,77.25,43.330,53.27
1394,05/07/2024 08:05:00,77.29,43.260,53.25
1395,05/07/2024 08:10:00,77.29,43.360,53.31
1396,05/07/2024 08:15:00,77.29,43.310,53.28
1397,05/07/2024 08:20:00,77.29,43.310,53.28
1398,05/07/2024 08:25:00,77.29,43.290,53.27
1399,05/07/2024 08:30:00,77.29,43.210,53.22
1400,05/07/2024 08:35:00,77.29,43.290,53.27
1401,05/07/2024 08:40:00,77.29,43.360,53.31
1402,05/07/2024 08:45:00,77.29,43.210,53.22
1403,05/07/2024 08:50:00,77.29,43.240,53.24
1404,05/07/2024 08:55:00,77.29,43.310,53.28
1405,05/07/2024 09:00:00,77.25,43.510,53.37
1406,05/07/2024 09:05:00,77.25,43.770,53.54
1407,05/07/2024 09:10:00,77.29,43.800,53.59
1408,05/07/2024 09:15:00,77.29,43.920,53.67
1409,05/07/2024 09:20:00,77.29,44.020,53.73
1410,05/07/2024 09:25:00,77.29,44.190,53.83
1411,05/07/2024 09:30:00,77.29,44.210,53.85
1412,05/07/2024 09:35:00,77.29,44.240,53.86
1413,05/07/2024 09:40:00,77.29,44.290,53.89
1414,05/07/2024 09:45:00,77.34,44.340,53.97
1415,05/07/2024 09:50:00,77.34,44.430,54.03
1416,05/07/2024 09:55:00,77.34,44.510,54.08
1417,05/07/2024 10:00:00,77.34,44.580,54.12
1418,05/07/2024 10:05:00,77.29,44.650,54.12
1419,05/07/2024 10:10:00,77.34,44.920,54.33
1420,05/07/2024 10:15:00,77.34,45.140,54.47
1421,05/07/2024 10:20:00,77.34,45.290,54.55
1422,05/07/2024 10:25:00,77.34,45.290,54.55
1423,05/07/2024 10:30:00,77.34,45.430,54.64
1424,05/07/2024 10:35:00,77.38,45.580,54.76
1425,05/07/2024 10:40:00,77.38,45.870,54.94
1426,05/07/2024 10:45:00,77.41,46.020,55.06
1427,05/07/2024 10:50:00,77.47,46.220,55.23
1428,05/07/2024 10:55:00,77.47,46.440,55.36
1429,05/07/2024 11:00:00,77.50,46.750,55.58
1430,05/07/2024 11:05:00,77.50,47.020,55.74
1431,05/07/2024 11:10:00,77.50,47.070,55.76
1432,05/07/2024 11:15:00,77.47,47.220,55.82
1433,05/07/2024 11:20:00,77.41,47.440,55.90
1434,05/07/2024 11:25:00,77.41,47.630,56.01
1435,05/07/2024 11:30:00,77.38,47.950,56.16
1436,05/07/2024 11:35:00,77.34,47.970,56.14
1437,05/07/2024 11:40:00,77.29,47.900,56.05
1438,05/07/2024 11:45:00,77.29,47.920,56.06
1439,05/07/2024 11:50:00,77.29,48.070,56.15
1440,05/07/2024 11:55:00,77.25,48.170,56.17
1441,05/07/2024 12:00:00,77.29,48.360,56.32
1442,05/07/2024 12:05:00,77.29,48.730,56.52
1443,05/07/2024 12:10:00,77.29,49.020,56.69
1444,05/07/2024 12:15:00,77.34,49.390,56.95
1445,05/07/2024 12:20:00,77.34,49.610,57.07
1446,05/07/2024 12:25:00,77.38,49.800,57.21
1447,05/07/2024 12:30:00,77.38,49.880,57.25
1448,05/07/2024 12:35:00,77.38,49.800,57.21
1449,05/07/2024 12:40:00,77.38,49.680,57.14
1450,05/07/2024 12:45:00,77.34,49.460,56.99
1451,05/07/2024 12:50:00,77.34,49.220,56.85
1452,05/07/2024 12:55:00,77.29,49.000,56.68
1453,05/07/2024 13:00:00,77.29,48.880,56.61
1454,05/07/2024 13:05:00,77.29,48.730,56.52
1455,05/07/2024 13:10:00,77.29,48.610,56.46
1456,05/07/2024 13:15:00,77.29,48.580,56.44
1457,05/07/2024 13:20:00,77.29,48.390,56.33
1458,05/07/2024 13:25:00,77.29,48.390,56.33
1459,05/07/2024 13:30:00,77.29,48.510,56.40
1460,05/07/2024 13:35:00,77.29,48.510,56.40
1461,05/07/2024 13:40:00,77.34,48.560,56.48
1462,05/07/2024 13:45:00,77.34,48.560,56.48
1463,05/07/2024 13:50:00,77.38,48.410,56.43
1464,05/07/2024 13:55:00,77.41,48.290,56.39
1465,05/07/2024 14:00:00,77.41,48.240,56.36
1466,05/07/2024 14:05:00,77.41,48.220,56.35
1467,05/07/2024 14:10:00,77.47,48.100,56.33
1468,05/07/2024 14:15:00,77.50,47.920,56.26
1469,05/07/2024 14:20:00,77.50,47.900,56.25
1470,05/07/2024 14:25:00,77.56,48.120,56.42
1471,05/07/2024 14:30:00,77.59,47.970,56.37
1472,05/07/2024 14:35:00,77.65,48.120,56.51
1473,05/07/2024 14:40:00,77.68,48.320,56.65
1474,05/07/2024 14:45:00,77.68,48.240,56.61
1475,05/07/2024 14:50:00,77.72,48.020,56.51
1476,05/07/2024 14:55:00,77.72,47.730,56.35
1477,05/07/2024 15:00:00,77.72,47.340,56.12
1478,05/07/2024 15:05:00,77.77,47.000,55.97
1479,05/07/2024 15:10:00,77.81,47.020,56.01
1480,05/07/2024 15:15:00,77.86,46.460,55.73
1481,05/07/2024 15:20:00,77.95,46.170,55.64
1482,05/07/2024 15:25:00,78.03,45.900,55.54
1483,05/07/2024 15:30:00,78.08,45.650,55.45
1484,05/07/2024 15:35:00,78.12,45.430,55.35
1485,05/07/2024 15:40:00,78.17,45.210,55.26
1486,05/07/2024 15:45:00,78.21,45.190,55.28
1487,05/07/2024 15:50:00,78.26,45.680,55.62
1488,05/07/2024 15:55:00,78.48,49.780,58.21
1489,05/07/2024 16:00:00,78.60,49.410,58.12
1490,05/07/2024 16:05:00,78.64,48.440,57.59
1491,05/07/2024 16:10:00,78.64,45.900,56.10
1492,05/07/2024 16:15:00,78.64,46.460,56.44
1493,05/07/2024 16:20:00,78.64,45.090,55.61
1494,05/07/2024 16:25:00,78.64,45.650,55.95
1495,05/07/2024 16:30:00,78.78,46.580,56.64
1496,05/07/2024 16:35:00,78.87,47.220,57.10
1497,05/07/2024 16:40:00,79.00,45.750,56.34
1498,05/07/2024 16:45:00,79.09,46.440,56.83
1499,05/07/2024 16:50:00,79.12,43.510,55.06
1500,05/07/2024 16:55:00,79.09,43.210,54.84
1501,05/07/2024 17:00:00,79.03,41.870,53.93
1502,05/07/2024 17:05:00,78.94,41.160,53.38
1503,05/07/2024 17:10:00,78.87,40.670,52.99
1504,05/07/2024 17:15:00,78.82,40.360,52.73
1505,05/07/2024 17:20:00,78.78,40.280,52.65
1506,05/07/2024 17:25:00,78.78,40.190,52.58
1507,05/07/2024 17:30:00,78.73,40.110,52.49
1508,05/07/2024 17:35:00,78.73,39.870,52.32
1509,05/07/2024 17:40:00,78.69,39.720,52.19
1510,05/07/2024 17:45:00,78.69,39.670,52.15
1511,05/07/2024 17:50:00,78.64,39.500,51.99
1512,05/07/2024 17:55:00,78.64,39.430,51.94
1513,05/07/2024 18:00:00,78.60,39.090,51.67
1514,05/07/2024 18:05:00,78.60,38.960,51.58
1515,05/07/2024 18:10:00,78.57,38.820,51.45
1516,05/07/2024 18:15:00,78.57,38.650,51.33
1517,05/07/2024 18:20:00,78.51,38.700,51.32
1518,05/07/2024 18:25:00,78.51,38.920,51.47
1519,05/07/2024 18:30:00,78.51,39.090,51.59
1520,05/07/2024 18:35:00,78.51,39.500,51.88
1521,05/07/2024 18:40:00,78.51,40.010,52.23
1522,05/07/2024 18:45:00,78.57,40.210,52.41
1523,05/07/2024 18:50:00,78.60,40.360,52.54
1524,05/07/2024 18:55:00,78.69,40.280,52.57
1525,05/07/2024 19:00:00,78.73,40.160,52.52
1526,05/07/2024 19:05:00,78.78,39.940,52.42
1527,05/07/2024 19:10:00,78.82,39.840,52.38
1528,05/07/2024 19:15:00,78.87,39.790,52.40
1529,05/07/2024 19:20:00,78.87,39.840,52.43
1530,05/07/2024 19:25:00,78.94,39.820,52.48
1531,05/07/2024 19:30:00,79.00,39.870,52.56
1532,05/07/2024 19:35:00,79.00,39.870,52.56
1533,05/07/2024 19:40:00,79.03,39.790,52.54
1534,05/07/2024 19:45:00,79.09,39.790,52.59
1535,05/07/2024 19:50:00,79.12,39.890,52.69
1536,05/07/2024 19:55:00,79.12,40.040,52.79
1537,05/07/2024 20:00:00,79.18,40.210,52.95
1538,05/07/2024 20:05:00,79.18,40.260,52.99
1539,05/07/2024 20:10:00,79.18,40.330,53.04
1540,05/07/2024 20:15:00,79.21,40.410,53.12
1541,05/07/2024 20:20:00,79.21,40.450,53.15
1542,05/07/2024 20:25:00,79.21,40.380,53.10
1543,05/07/2024 20:30:00,79.30,46.580,57.11
1544,05/07/2024 20:35:00,79.39,44.870,56.16
1545,05/07/2024 20:40:00,79.34,43.290,55.12
1546,05/07/2024 20:45:00,79.30,42.600,54.65
1547,05/07/2024 20:50:00,79.27,42.290,54.41
1548,05/07/2024 20:55:00,79.27,42.090,54.28
1549,05/07/2024 21:00:00,79.27,41.990,54.22
1550,05/07/2024 21:05:00,79.21,41.800,54.04
1551,05/07/2024 21:10:00,79.18,41.580,53.87
1552,05/07/2024 21:15:00,79.09,41.430,53.69
1553,05/07/2024 21:20:00,79.03,41.430,53.64
1554,05/07/2024 21:25:00,79.00,41.380,53.58
1555,05/07/2024 21:30:00,78.91,41.310,53.45
1556,05/07/2024 21:35:00,78.87,41.210,53.35
1557,05/07/2024 21:40:00,78.82,41.190,53.29
1558,05/07/2024 21:45:00,78.78,41.090,53.19
1559,05/07/2024 21:50:00,78.73,40.940,53.04
1560,05/07/2024 21:55:00,78.64,40.840,52.90
1561,05/07/2024 22:00:00,78.60,40.750,52.80
1562,05/07/2024 22:05:00,78.57,40.750,52.77
1563,05/07/2024 22:10:00,78.57,40.500,52.60
1564,05/07/2024 22:15:00,78.51,40.410,52.49
1565,05/07/2024 22:20:00,78.48,40.260,52.36
1566,05/07/2024 22:25:00,78.42,40.160,52.24
1567,05/07/2024 22:30:00,78.39,40.010,52.11
1568,05/07/2024 22:35:00,78.30,39.990,52.02
1569,05/07/2024 22:40:00,78.26,39.890,51.92
1570,05/07/2024 22:45:00,78.21,39.820,51.82
1571,05/07/2024 22:50:00,78.17,39.720,51.72
1572,05/07/2024 22:55:00,78.12,39.650,51.62
1573,05/07/2024 23:00:00,78.08,39.720,51.64
1574,05/07/2024 23:05:00,78.03,39.750,51.61
1575,05/07/2024 23:10:00,77.99,39.790,51.61
1576,05/07/2024 23:15:00,77.95,39.790,51.58
1577,05/07/2024 23:20:00,77.90,39.700,51.46
1578,05/07/2024 23:25:00,77.86,39.620,51.38
1579,05/07/2024 23:30:00,77.81,39.530,51.27
1580,05/07/2024 23:35:00,77.77,39.450,51.18
1581,05/07/2024 23:40:00,77.77,39.580,51.27
1582,05/07/2024 23:45:00,77.72,39.500,51.17
1583,05/07/2024 23:50:00,77.68,39.430,51.09
1584,05/07/2024 23:55:00,77.65,39.400,51.04
1585,05/08/2024 00:00:00,77.65,39.260,50.94
1586,05/08/2024 00:05:00,77.59,39.140,50.81
1587,05/08/2024 00:10:00,77.59,39.010,50.72
1588,05/08/2024 00:15:00,77.56,38.920,50.62
1589,05/08/2024 00:20:00,77.50,38.920,50.57
1590,05/08/2024 00:25:00,77.47,38.820,50.47
1591,05/08/2024 00:30:00,77.41,38.750,50.37
1592,05/08/2024 00:35:00,77.38,38.670,50.29
1593,05/08/2024 00:40:00,77.38,38.530,50.19
1594,05/08/2024 00:45:00,77.34,38.480,50.12
1595,05/08/2024 00:50:00,77.29,38.430,50.04
1596,05/08/2024 00:55:00,77.25,38.310,49.92
1597,05/08/2024 01:00:00,77.25,38.210,49.85
1598,05/08/2024 01:05:00,77.20,38.210,49.81
1599,05/08/2024 01:10:00,77.16,38.130,49.72
1600,05/08/2024 01:15:00,77.16,37.940,49.58
1601,05/08/2024 01:20:00,77.11,37.790,49.43
1602,05/08/2024 01:25:00,77.07,37.770,49.38
1603,05/08/2024 01:30:00,77.04,37.650,49.27
1604,05/08/2024 01:35:00,76.95,37.570,49.13
1605,05/08/2024 01:40:00,76.89,37.430,48.98
1606,05/08/2024 01:45:00,76.86,37.260,48.83
1607,05/08/2024 01:50:00,76.82,37.180,48.74
1608,05/08/2024 01:55:00,76.77,37.080,48.62
1609,05/08/2024 02:00:00,76.73,36.990,48.52
1610,05/08/2024 02:05:00,76.73,36.910,48.47
1611,05/08/2024 02:10:00,76.68,36.820,48.35
1612,05/08/2024 02:15:00,76.64,36.790,48.30
1613,05/08/2024 02:20:00,76.59,36.720,48.20
1614,05/08/2024 02:25:00,76.51,36.620,48.06
1615,05/08/2024 02:30:00,76.46,36.570,47.98
1616,05/08/2024 02:35:00,76.46,36.500,47.93
1617,05/08/2024 02:40:00,76.37,36.500,47.85
1618,05/08/2024 02:45:00,76.33,36.430,47.76
1619,05/08/2024 02:50:00,76.28,36.400,47.70
1620,05/08/2024 02:55:00,76.24,36.400,47.67
1621,05/08/2024 03:00:00,76.21,36.350,47.60
1622,05/08/2024 03:05:00,76.15,36.280,47.50
1623,05/08/2024 03:10:00,76.12,36.280,47.46
1624,05/08/2024 03:15:00,76.03,36.180,47.31
1625,05/08/2024 03:20:00,75.99,36.180,47.28
1626,05/08/2024 03:25:00,75.94,36.130,47.20
1627,05/08/2024 03:30:00,75.90,36.010,47.08
1628,05/08/2024 03:35:00,75.85,35.940,46.97
1629,05/08/2024 03:40:00,75.85,35.890,46.94
1630,05/08/2024 03:45:00,75.81,35.820,46.85
1631,05/08/2024 03:50:00,75.81,35.670,46.74
1632,05/08/2024 03:55:00,75.81,35.640,46.73
1633,05/08/2024 04:00:00,75.85,35.570,46.70
1634,05/08/2024 04:05:00,75.85,35.350,46.54
1635,05/08/2024 04:10:00,75.85,35.230,46.45
1636,05/08/2024 04:15:00,75.90,35.180,46.46
1637,05/08/2024 04:20:00,75.90,35.030,46.35
1638,05/08/2024 04:25:00,75.94,34.960,46.32
1639,05/08/2024 04:30:00,75.94,34.860,46.25
1640,05/08/2024 04:35:00,75.94,34.810,46.21
1641,05/08/2024 04:40:00,75.94,34.740,46.16
1642,05/08/2024 04:45:00,75.94,34.620,46.06
1643,05/08/2024 04:50:00,75.99,34.420,45.96
1644,05/08/2024 04:55:00,75.94,34.300,45.82
1645,05/08/2024 05:00:00,75.94,34.110,45.67
1646,05/08/2024 05:05:00,75.94,34.010,45.59
1647,05/08/2024 05:10:00,75.99,33.790,45.47
1648,05/08/2024 05:15:00,75.94,33.790,45.42
1649,05/08/2024 05:20:00,75.94,33.570,45.25
1650,05/08/2024 05:25:00,75.94,33.500,45.19
1651,05/08/2024 05:30:00,75.94,33.350,45.08
1652,05/08/2024 05:35:00,75.94,33.420,45.14
1653,05/08/2024 05:40:00,75.94,33.250,45.00
1654,05/08/2024 05:45:00,75.90,33.330,45.03
1655,05/08/2024 05:50:00,75.90,33.350,45.05
1656,05/08/2024 05:55:00,75.90,33.400,45.09
1657,05/08/2024 06:00:00,75.90,33.420,45.10
1658,05/08/2024 06:05:00,75.90,33.540,45.20
1659,05/08/2024 06:10:00,75.85,33.620,45.21
1660,05/08/2024 06:15:00,75.85,33.420,45.06
1661,05/08/2024 06:20:00,75.85,33.420,45.06
1662,05/08/2024 06:25:00,75.85,33.470,45.10
1663,05/08/2024 06:30:00,75.81,33.350,44.97
1664,05/08/2024 06:35:00,75.81,33.300,44.93
1665,05/08/2024 06:40:00,75.78,33.080,44.72
1666,05/08/2024 06:45:00,75.78,32.980,44.65
1667,05/08/2024 06:50:00,75.72,33.060,44.66
1668,05/08/2024 06:55:00,75.72,32.860,44.50
1669,05/08/2024 07:00:00,75.69,32.640,44.29
1670,05/08/2024 07:05:00,75.69,32.350,44.06
1671,05/08/2024 07:10:00,75.69,32.130,43.88
1672,05/08/2024 07:15:00,75.63,32.420,44.07
1673,05/08/2024 07:20:00,75.63,32.740,44.33
1674,05/08/2024 07:25:00,75.63,33.080,44.60
1675,05/08/2024 07:30:00,75.63,33.540,44.96
1676,05/08/2024 07:35:00,75.63,33.980,45.31
1677,05/08/2024 07:40:00,75.60,33.910,45.22
1678,05/08/2024 07:45:00,75.60,33.890,45.20
1679,05/08/2024 07:50:00,75.54,34.030,45.27
1680,05/08/2024 07:55:00,75.51,33.350,44.70
1681,05/08/2024 08:00:00,75.47,32.910,44.32
1682,05/08/2024 08:05:00,75.42,32.960,44.31
1683,05/08/2024 08:10:00,75.38,33.230,44.49
1684,05/08/2024 08:15:00,75.38,33.420,44.65
1685,05/08/2024 08:20:00,75.38,33.790,44.93
1686,05/08/2024 08:25:00,75.38,33.840,44.97
1687,05/08/2024 08:30:00,75.38,33.980,45.09
1688,05/08/2024 08:35:00,75.38,34.060,45.14
1689,05/08/2024 08:40:00,75.38,34.200,45.26
1690,05/08/2024 08:45:00,75.38,34.350,45.37
1691,05/08/2024 08:50:00,75.38,34.670,45.61
1692,05/08/2024 08:55:00,75.42,35.330,46.14
1693,05/08/2024 09:00:00,75.47,35.720,46.48
1694,05/08/2024 09:05:00,75.47,36.570,47.11
1695,05/08/2024 09:10:00,75.51,36.280,46.92
1696,05/08/2024 09:15:00,75.47,36.110,46.77
1697,05/08/2024 09:20:00,75.51,36.010,46.73
1698,05/08/2024 09:25:00,75.51,36.550,47.12
1699,05/08/2024 09:30:00,75.60,39.600,49.34
1700,05/08/2024 09:35:00,75.90,38.960,49.18
1701,05/08/2024 09:40:00,76.15,38.430,49.03
1702,05/08/2024 09:45:00,76.46,39.450,50.01
1703,05/08/2024 09:50:00,76.73,39.500,50.29
1704,05/08/2024 09:55:00,76.98,40.040,50.88
1705,05/08/2024 10:00:00,77.20,39.700,50.84
1706,05/08/2024 10:05:00,77.38,39.770,51.05
1707,05/08/2024 10:10:00,77.56,39.380,50.94
1708,05/08/2024 10:15:00,77.68,39.500,51.14
1709,05/08/2024 10:20:00,77.90,39.890,51.60
1710,05/08/2024 10:25:00,78.21,40.430,52.23
1711,05/08/2024 10:30:00,78.48,42.090,53.57
1712,05/08/2024 10:35:00,78.60,40.160,52.41
1713,05/08/2024 10:40:00,78.69,39.450,52.00
1714,05/08/2024 10:45:00,78.73,39.160,51.83
1715,05/08/2024 10:50:00,78.78,38.600,51.49
1716,05/08/2024 10:55:00,78.60,39.650,52.06
1717,05/08/2024 11:00:00,78.42,38.770,51.29
